Distance
362.04972034238614
365.0753346913483
374.95733090579785
376.6974913640918
373.84087523972016
371.61404709725383
379.85786815597226
369.95675422946397
343.78627081371354
350.46397817750113
349.46816736292305
361.5093359790311
356.8206832570108
361.56603822815
366.0300534109187
370.12565433917166
378.05951912364276
380.2959373961284
379.15827829548965
385.86137407105156
382.5624132086162
383.08354180256816
383.4436073270749
383.4436073270749
382.4604554721965
384.42684609688746
384.365711269879
386.50485119853283
389.4624500513496
392.42069262463724
391.60183860651114
395.7132800399805
401.4623269996825
402.613959022784
399.0112780360976
398.02638103522736
398.02638103522736
397.0415595375376
391.10740212887816
389.4624500513496
380.5916446797013
379.6063750781854
376.31104156003715
376.9681684174408
377.95502377928517
381.24139334547607
382.227680839575
386.50485119853283
389.6305942813013
391.7716171444787
388.4765115164622
393.27979861671
394.80754805347885
381.24139334547607
377.636068192645
335.5964838909967
342.4631367023318
333.17412864746865
331.6700167334997
326.11960995929087
331.6700167334997
337.1483353065828
331.3034862478812
336.63036107873575
328.5254936835192
342.8148188162233
354.290840976732
346.2383572049752
339.0
354.8309456628607
336.58579886857973
324.96307482543307
320.0578072786227
316.9100818844361
324.72757813280964
332.45902003104084
319.50743340335606
325.993864972947
326.67108840544796
326.3816784073518
340.12938714553906
335.828825445345
356.5851931867054
363.6550563377333
374.5183573604904
366.9945503682582
368.4087403957729
381.9803659875727
394.8493383557835
412.1019291388964
412.53484701295235
410.40955154576994
419.1741881366266
460.0630391587657
457.81764928844757
461.2905808706698
474.7746834025589
449.3662203592967
450.2110616144388
452.5350815130248
453.3982796614914
461.06940909151626
459.08822681484656
463.02807690247033
468.38659246396026
464.1045140913844
462.04112371086626
465.5545080868619
470.53692735002215
472.78219086594197
472.61294946287705
474.6883187945539
472.696519978728
472.3748511510747
471.70011659951916
470.87684164757985
471.34912750529196
470.9670901453731
469.97127571799535
469.88083595737334
470.5379899646786
470.2307943978148
470.02340367262565
468.96055271205915
466.964666757561
467.9626053436321
466.84044383493597
468.7216658103186
468.61498055439927
465.5201391991543
465.4299087940095
466.6176164698457
465.67155807500205
464.5696933722647
463.4317641249896
463.3497599006608
463.3497599006608
460.392224087245
460.392224087245
459.3930778755814
458.57714727186305
456.63114217057074
456.5796754127367
456.4832965180654
456.4832965180654
455.5809478018149
456.5303932927139
455.6325273726625
454.53272709454046
453.48649373492924
453.35747484738795
451.2493767308715
