Angle,KneeAngle,TorsoAngle
50.92833332417318,175.1635257329325,110.79902840884151
45.44948429306439,173.59463465418466,111.12923311277811
44.432604454267796,171.3153490987303,112.2118306864462
44.189905356217096,170.49956963979278,113.22826206952136
41.49497561677666,170.04767913301708,113.10911253405278
40.32882280093232,169.82961135741866,112.98871680208065
34.337804030669915,160.13286005957949,112.83365417791754
36.95342427137507,163.07083008367712,111.75806926805744
40.177197113476424,164.57568192080035,110.58345946606232
43.82684027650995,168.31793182934138,109.25660510653871
49.10758806660139,170.0976641224359,105.84621115375583
52.41672489829985,158.46111559854324,105.53736163932864
62.17970214640816,161.66575345068046,101.03420900325025
65.49301936232423,146.13010296466553,92.93567344642118
65.2825590889166,137.17879605441,90.0
74.17744854899522,143.42949348298993,84.61629832318825
79.5637563941226,140.999038199769,77.38067770656923
88.99863019272016,145.50744276879547,70.54505604400183
102.44170056228724,150.9720412526138,58.62139792921548
118.8360203741377,154.94343694110108,46.054404503521845
126.77908132021993,154.37805044917255,37.942153350118915
134.16486642423553,151.85852242324603,29.988922422008663
125.8867846668432,139.988952679395,24.706026272423156
129.85264668755804,143.96974972242555,22.442753365294354
135.33036818831965,141.71099941629177,17.499366037357525
143.05680540748665,139.21720257999897,12.059919760968835
157.46507420342016,157.92729873141798,7.992151305685392
169.59986248515426,176.03111924517148,5.710593137499633
172.7043631881009,179.07288933756186,5.328234781979863
175.534881148211,176.36742122407568,4.034331634780275
174.639684681041,178.9060571378388,3.75645254780407
177.35723435153642,176.96997641395043,2.169257589728706
176.55124286514928,178.8766972859247,2.3254544207752637
176.57293218639305,178.01216175805712,2.0298867863107133
176.89292976154414,177.7673284592325,1.4502162909332779
176.64311360968014,177.23169079536302,1.7400960796467217
176.95230751182103,177.4931433535555,1.4502162909332779
177.14845775283808,177.700835011301,1.4429135118232894
177.98309530060135,176.76315002635354,0.8572294909151907
178.52426763974702,176.51590053337932,0.2822429362717089
177.99000862581735,176.27664844763746,0.5658658432470698
178.43577551152902,176.00316262333214,0.14395894206818227
178.31123991471125,175.71154937648302,0.2915790579935882
178.3154028624257,175.68775182645183,0.2930704850264664
178.46193714645716,175.97939146181346,0.1465362009955493
178.45665658692403,175.93292921069596,0.14616238577747384
178.61964592655585,175.86422122605273,0.0
179.25639028238672,176.12343519677256,0.4351494522977966
179.63995341968743,175.90614564978318,0.5715100177639169
179.6594864564005,175.20979349838944,0.8529758803821129
179.3388487994685,173.73617932944515,1.0025738037600123
179.12738448682776,173.47626660904956,0.5715100177639169
178.84839080287367,174.33751107551248,0.28647651027845283
178.23444571123468,173.24684719192294,0.14359814423289075
178.0351660493394,174.07390600448528,0.2871944845083981
177.97540917087824,173.81234036105644,0.5743745381875838
176.80335105891015,173.1555042897434,1.0126987134134968
176.76887190746666,173.80931133193306,1.3219756595369752
175.6497272450605,172.5998222659816,1.4878675288274292
175.60413817856443,173.47335123839557,1.8039951162007775
175.75464186973036,174.256266045731,2.1155049280041753
175.16112810607686,174.12041313720923,2.4628166759168457
175.05342026031477,174.59928394493696,2.8078971620189854
174.5144516664317,174.07590014242615,3.1193003421124015
173.42552204903626,173.92247035817857,3.793064281688594
172.0276156086021,174.19931280249463,4.497151614667667
169.8839755676145,174.3216407716246,6.483073692897262
170.38052492409284,176.29125378330815,6.5013860738618785
167.6436902476763,176.20973566192387,7.347170179116394
167.07961600664086,175.5209333990937,7.594643368591495
166.67771967038087,174.76520493271815,7.802433984753421
165.0186629640798,173.7394225328825,8.720759568802697
163.93435711851873,173.11827636936312,9.183919250844383
164.00392373139067,173.86462812675953,9.574227885091826
161.29698256750032,170.014965043994,9.917718714615027
160.8068255747084,170.16105143262348,10.273330641629276
161.8959536042776,172.2740132210887,10.694607664084122
161.14766360812968,172.0800235458852,11.240398795155437
144.2841537201945,152.76221318856634,12.410955740602418
142.54400566127828,148.33302034392554,12.56858262779722
140.69379249889025,160.65396964779163,12.741156324031811
142.35248247272466,158.3231313187428,13.034975399596934
146.03121997013403,149.96558699908996,14.036243467926484
152.58157820436514,164.59497057574796,14.676393137449992
143.1313427104763,157.77765805442368,15.018360631150646
130.14030844952595,141.0375505063875,15.513594150412555
140.88204218533713,144.63370242648185,15.619392138710767
153.31633983129598,157.49347795809828,15.566317824856831
152.28477234508654,157.05377793024442,15.461217740441889
145.61555083995472,151.84093719737967,15.032179051860249
144.41352425698327,143.62120771973105,15.36161631184867
133.21098403372648,151.0467458515348,15.346208895809198
135.54881320123263,139.07130897753044,15.124007308310585
135.6459737565029,149.82287383780582,16.779462283802683
135.0,141.56468429133412,18.434948822922035
148.95577872835898,162.3645447874483,20.00328109131729
147.66462919038815,160.18468094762562,20.87661846373464
142.15345904258638,154.07339280864826,21.58633624910169
132.20747716565188,141.37368583939275,23.655971267625336
128.68217252714038,142.08233175397027,25.253163394573882
130.2392727160219,143.9702529940164,25.407718108948462
134.6568622324751,153.68041640191112,25.407718108948462
132.62913261249025,157.66086857279683,25.84438755456033
138.42598297194135,155.33093757799097,24.30454926593672
139.7603510992117,160.763287089469,25.34617594194669
142.1110663994196,163.83620090003106,25.392922556142903
144.1810750507197,156.58566523618973,23.29011724012877
146.89034991377758,163.18386599850328,24.31591973205319
146.5845298566251,161.87595766731482,23.198590513648202
121.95614815420633,131.2883597570752,32.06194368281354
106.96404420757604,115.8659365504415,28.935815507328375
109.59002343716365,118.82918238950745,26.415062568090534
118.0453761204858,117.56850862854053,29.696652537699062
118.632277921022,131.61903153349368,29.958670526819358
112.02433547758787,119.3797625663804,29.875992691689433
86.98721249581666,85.48828536450382,32.0673916032605
110.91527929638586,102.2288325468476,33.247067749335855
93.45375736507158,66.58954213257837,34.03889596797876
140.24292690577656,132.73671579490116,34.714622025052535
124.69515353123397,114.21175431096968,36.86989764584401
127.18622437803997,107.98523554538949,31.857998891327867
37.28598871282544,164.25518570381303,115.65926451696735
36.72252267305158,166.61669938714718,115.44174846300257
34.535215638666735,168.49358896265676,117.03086025984298
35.92363207215088,168.56195067942335,117.04550766800614
37.47285523068346,169.37131898298688,117.16814237145853
42.80389280677028,161.97500088247241,117.5422831351764
44.0521903895154,168.53568970630843,117.42565266691192
40.9743898223073,165.36960728627153,118.02450053207025
40.18469395942325,170.03989291770185,118.393019421383
39.93190616221103,171.47114578222983,118.16990103214998
42.10490429432517,162.7391328703338,118.4126614430726
42.37473965883891,165.7740361012482,119.19031151823907
44.21019995313056,173.5820905378512,119.95360816780149
39.655726223216895,169.80284250023985,120.8157057517292
45.025567057434245,177.95334915881267,121.60750224624891
44.28986291401761,176.4829654961944,121.60750224624891
42.80648810088384,172.198846497508,123.02386755579664
39.411366130492596,177.29772975604268,123.26691584358777
37.21948429417886,177.02529868473204,124.43198579099068
36.29167623142103,179.5159578871645,125.18874313200395
31.85960634734362,175.36635766553917,125.21759296819272
30.065995643893192,176.49573574990202,126.80748396735802
29.78094115704818,175.66972635176998,126.62132749378443
29.61670303311869,174.31478986206386,127.18470645323312
29.576583878029464,174.94522372389605,127.54975093134382
33.28175633525912,176.22522814584957,126.86989764584402
34.78390184547324,176.51940361886705,127.6409123179848
35.86554163730014,179.6510810353926,126.40877456777238
35.97461235991518,175.3422731906876,124.74678684214079
36.73966961891545,176.74326339622561,124.90249561592474
32.81445388084419,172.35046484652855,124.14358665193775
34.55385191769946,173.04478950200118,123.69006752597979
40.31566037560769,176.46332064688883,123.323262169046
36.46394829206852,175.3351500194034,123.323262169046
36.70171397286895,175.01700334902685,123.39848846798726
36.871856007244396,170.86419577074346,123.32926763823068
34.877762473898144,170.0952138702988,123.18685529986283
34.3991375065041,172.65472224883587,122.9809975454555
31.739762338522773,166.6246033645735,122.86867893336749
29.280878450515434,160.39079302275013,123.20275186927627
29.033329786180794,164.3306213758069,123.34070734647702
28.78066172959254,167.251198949502,123.48297524885261
28.603473521916193,166.27055830932346,123.21032938735243
30.580618863471635,165.31330840912184,122.74977573332689
29.561115452276866,167.42487053266197,123.55493622107898
29.390369912803276,159.48732270759731,123.55066201149997
29.99834511307798,162.60050389745052,124.9309373011106
26.523107973365168,155.73695784545822,125.11201118442222
27.17578997158103,157.87531633392587,125.01153510908233
26.239989305053715,160.62967119641752,125.53767779197437
26.716490381014633,161.3164039738617,125.48205083905124
29.97091795003394,140.07693234933961,125.50943936177529
29.431317151734074,149.94898287122663,126.04520587114875
23.789158853811745,156.25707206784176,126.57930446798436
23.977685354124926,158.62061422819949,127.21152090290202
25.36216694893118,162.14231909444243,128.07278187399083
21.241011778310806,153.8254843700494,128.42483029802597
24.061815862651116,161.565051177078,128.97246970447875
24.24977847827974,162.4478091239009,128.77737808807652
24.868427675919087,166.26962817602578,129.32464411483087
26.26992161441861,169.19078249364932,128.69839126476518
30.27122337487059,175.60957995297537,128.54444778008332
30.082825567853593,174.85141321501945,128.3513548167311
34.045937356601655,177.63864804609835,126.86989764584402
35.56522784771473,168.42810090222267,126.30869246411517
36.83290876814658,172.25073475253922,126.30869246411517
37.041426222994275,176.4231152203442,125.80334410837109
35.70730853936174,176.21958911282516,125.21759296819272
35.99122484428204,176.563353850353,125.65532809790032
42.76651749440331,177.1627396760547,125.50837049043163
40.89733733122645,174.56163598312853,125.56680629963931
39.83305108033224,172.83671751561707,123.6900675259798
38.85440537245507,176.6462964360316,123.21767486553769
40.1563422046782,171.28877794374318,122.48963315906049
38.034686023155665,166.49950039162678,121.00424824230278
29.92359717532369,151.27972344651295,120.393262645553
32.91481437562495,155.24202049419222,120.6354175503028
